Senior_Citizen,Tenure,Monthly_Charges,Total_Charges,Gender_Male,Contract_One Year,Contract_Two Year,Payment_Method_Credit Card,Payment_Method_Electronic Check,Payment_Method_Mailed Check,Internet_Service_Fiber Optic,Internet_Service_No
0,28,27.3,764.4,False,False,True,False,True,False,True,False
0,15,79.27,1189.05,False,True,False,False,True,False,True,False
1,16,53.53,856.48,False,False,False,False,False,False,True,False
0,31,67.7,2098.7,True,False,True,False,False,True,False,True
0,14,34.08,477.12,False,False,False,False,False,True,False,False
0,60,49.12,2947.2,True,True,False,False,False,False,True,False
0,8,34.1,272.8,False,False,True,False,True,False,True,False
0,68,75.56,5138.08,True,False,False,True,False,False,True,False
0,8,32.64,261.12,False,False,False,False,False,False,True,False
0,29,70.23,2036.67,True,True,False,False,False,True,False,False
0,10,73.71,737.1,False,False,False,False,False,False,False,False
0,14,44.38,621.32,True,True,False,False,False,False,True,False
0,35,100.12,3504.2,True,True,False,False,False,True,False,False
0,40,71.43,2857.2,False,False,False,False,False,True,True,False
0,5,49.77,248.85,True,False,False,False,False,True,False,False
0,34,72.32,2458.88,True,False,False,False,False,True,True,False
0,10,84.7,847.0,True,False,False,False,False,True,False,False
0,68,88.17,5995.56,False,False,True,True,False,False,False,False
0,23,102.24,2351.52,False,False,False,False,True,False,False,True
0,49,76.07,3727.43,True,False,False,False,False,True,True,False
0,43,49.71,2137.53,False,False,False,True,False,False,True,False
1,26,93.15,2421.9,True,True,False,False,False,True,False,False
0,63,33.0,2079.0,False,False,True,False,False,False,False,False
0,15,116.91,1753.65,False,False,True,False,False,False,True,False
0,70,43.9,3073.0,True,True,False,False,False,True,False,False
0,8,65.32,522.56,True,False,False,False,True,False,False,False
0,2,65.21,130.42,False,True,False,False,False,False,False,False
0,54,79.13,4273.02,True,False,False,True,False,False,True,False
0,43,97.33,4185.19,True,False,False,False,False,True,False,False
0,24,46.36,1112.64,True,False,True,False,False,True,False,False
0,21,117.07,2458.47,True,False,False,False,True,False,False,False
0,44,48.85,2149.4,True,False,False,True,False,False,True,False
0,52,27.1,1409.2,False,True,False,False,False,True,True,False
0,26,74.71,1942.46,True,False,False,True,False,False,False,False
1,46,91.63,4214.98,True,False,False,True,False,False,False,False
0,57,26.22,1494.54,False,True,False,True,False,False,False,False
0,8,93.82,750.56,False,False,False,True,False,False,True,False
0,15,73.61,1104.15,True,True,False,False,False,False,True,False
0,69,24.58,1696.02,True,False,False,False,False,True,True,False
0,4,101.29,405.16,False,True,False,True,False,False,False,False
0,72,113.94,8203.68,False,True,False,False,False,False,False,True
1,15,113.36,1700.4,True,False,False,False,False,True,False,False
0,9,47.51,427.59,False,False,False,False,False,True,True,False
0,48,38.28,1837.44,False,False,False,True,False,False,False,False
0,28,74.09,2074.52,True,False,False,True,False,False,False,False
0,17,34.32,583.44,False,True,False,False,False,True,False,False
0,68,99.56,6770.08,False,True,False,False,False,False,True,False
0,13,26.0,338.0,False,False,False,True,False,False,True,False
0,35,24.28,849.8,False,True,False,True,False,False,False,False
0,32,43.9,1404.8,True,False,True,False,False,True,False,False
0,5,61.56,307.8,False,False,False,False,True,False,False,False
0,21,34.33,720.93,True,True,False,False,False,False,True,False
0,38,50.47,1917.86,False,False,True,False,True,False,False,False
0,50,114.07,5703.5,False,False,True,True,False,False,True,False
0,61,104.81,6393.41,True,False,True,False,False,False,False,False
0,15,113.73,1705.95,False,True,False,False,False,False,True,False
0,13,25.92,336.96,False,True,False,False,True,False,True,False
0,28,52.51,1470.28,False,False,False,False,False,False,False,False
1,60,76.07,4564.2,True,False,False,False,False,True,True,False
1,49,35.59,1743.91,True,True,False,False,False,False,True,False
0,38,58.37,2218.06,False,False,False,False,False,False,True,False
0,65,93.05,6048.25,False,True,False,False,False,False,False,False
0,54,83.57,4512.78,True,False,False,False,False,False,True,False
1,21,48.13,1010.73,False,False,False,False,False,False,False,False
0,13,96.24,1251.12,True,False,True,False,True,False,False,False
0,71,54.13,3843.23,True,False,True,False,True,False,True,False
0,19,78.51,1491.69,False,False,False,True,False,False,True,False
0,72,42.55,3063.6,False,False,False,False,False,True,True,False
0,72,72.96,5253.12,False,True,False,True,False,False,True,False
1,20,91.73,1834.6,True,False,True,False,False,True,False,True
1,51,118.54,6045.54,False,True,False,False,False,True,True,False
1,15,116.93,1753.95,True,False,False,False,False,True,True,False
0,61,83.63,5101.43,True,False,True,False,False,False,False,False
0,34,30.56,1039.04,True,False,True,False,False,True,False,False
0,28,36.86,1032.08,True,False,True,False,False,False,True,False
0,19,90.89,1726.91,True,False,False,False,True,False,True,False
0,58,71.67,6007.64,False,True,False,False,False,False,True,False
0,66,95.05,6273.3,False,False,False,True,False,False,False,False
0,52,75.08,3904.16,True,False,False,False,False,True,False,False
0,60,54.89,3293.4,True,False,False,False,False,True,True,False
0,25,28.73,718.25,False,False,True,True,False,False,False,False
0,8,52.77,422.16,True,False,False,True,False,False,False,False
0,34,107.93,3669.62,False,False,False,False,False,True,False,False
0,49,26.04,1275.96,False,True,False,False,False,True,False,False
0,12,39.32,471.84,True,True,False,False,False,True,True,False
0,8,71.67,927.36,True,False,True,False,False,True,True,False
0,42,78.91,3314.22,False,False,False,False,False,True,True,False
1,42,71.67,2430.54,False,False,False,False,False,True,True,False
0,50,95.16,4758.0,False,False,False,False,False,False,False,False
0,59,94.19,5557.21,False,False,False,False,True,False,True,False
0,21,37.71,791.91,False,False,False,True,False,False,True,False
0,19,52.6,999.4,False,False,False,False,True,False,False,False
0,35,103.3,3615.5,False,False,False,True,False,False,False,False
0,43,68.0,2924.0,False,False,False,False,True,False,False,False
0,54,53.38,2882.52,True,False,False,True,False,False,False,True
0,58,109.19,6333.02,False,True,False,False,False,False,True,False
0,13,56.51,734.63,False,False,False,False,True,False,True,False
0,8,29.14,233.12,True,True,False,False,False,True,True,False
0,53,50.24,2662.72,True,False,False,True,False,False,True,False
0,41,84.43,3461.63,True,False,False,False,False,False,True,False
0,46,72.49,3334.54,False,True,False,False,True,False,True,False
0,7,110.16,771.12,False,False,False,False,False,True,True,False
1,53,34.17,1811.01,True,False,False,True,False,False,False,True
1,39,34.05,1327.95,False,False,False,False,False,False,False,False
0,28,70.58,1976.24,True,False,False,True,False,False,True,False
0,58,110.95,6435.1,True,False,False,True,False,False,False,False
0,23,46.35,1066.05,False,False,False,True,False,False,False,False
1,9,76.39,687.51,False,False,False,False,False,False,True,False
0,45,41.34,1860.3,True,False,False,False,False,False,True,False
0,40,82.06,3282.4,True,False,False,True,False,False,True,False
1,20,54.5,1090.0,False,False,False,True,False,False,False,False
0,21,30.89,648.69,True,True,False,False,False,False,False,False
0,44,37.72,1659.68,False,True,False,False,False,False,True,False
0,37,70.41,2605.17,False,False,False,True,False,False,False,False
0,56,93.62,5242.72,True,False,False,False,False,False,False,False
0,24,59.56,1429.44,True,False,False,True,False,False,True,False
0,56,99.55,5574.8,True,False,False,False,False,False,True,False
1,39,119.59,4664.01,False,False,False,False,False,True,False,True
0,72,53.28,3836.16,True,False,False,False,False,True,False,False
1,28,65.85,1843.8,False,True,False,True,False,False,True,False
0,2,74.22,148.44,True,False,False,False,True,False,True,False
0,19,100.86,1916.34,False,False,True,False,False,True,True,False
1,43,79.01,3397.43,True,False,False,False,True,False,True,False
0,45,74.08,3333.6,False,True,False,True,False,False,True,False
0,28,80.95,2266.6,False,True,False,False,False,True,True,False
0,57,63.34,3610.38,True,False,False,True,False,False,True,False
0,7,26.14,182.98,False,False,False,False,True,False,False,False
0,32,65.85,2107.2,True,False,False,True,False,False,True,False
0,41,94.42,3871.22,True,True,False,False,True,False,False,False
0,66,21.32,1407.12,True,False,True,False,False,False,False,False
0,36,64.02,2304.72,False,False,True,False,False,False,True,False
0,22,71.67,1101.32,True,False,False,False,False,False,True,False
1,2,51.71,103.42,True,False,False,True,False,False,True,False
1,27,21.2,572.4,True,False,False,True,False,False,True,False
0,32,26.38,844.16,True,True,False,False,False,True,False,False
0,50,76.37,3818.5,False,False,True,False,True,False,False,False
0,65,57.64,3746.6,True,False,False,True,False,False,True,False
0,28,47.73,1336.44,True,True,False,False,False,False,True,False
0,20,56.81,1136.2,False,False,False,False,False,False,False,False
0,15,88.12,1321.8,False,True,False,True,False,False,True,False
0,46,108.26,4979.96,True,False,False,False,False,True,True,False
0,17,42.54,723.18,False,True,False,False,True,False,True,False
0,55,93.98,5168.9,True,False,False,False,False,False,True,False
1,48,53.2,2553.6,False,False,False,False,False,False,True,False
0,29,35.85,1039.65,False,False,False,False,False,True,True,False
0,47,98.43,4626.21,True,False,False,False,False,True,False,False
0,28,81.58,2284.24,False,False,True,True,False,False,True,False
0,28,47.86,1340.08,False,True,False,False,True,False,True,False
0,48,31.34,1504.32,False,False,True,True,False,False,True,False
0,22,21.76,478.72,False,False,False,True,False,False,True,False
0,69,94.08,6491.52,True,False,False,False,False,False,False,False
0,33,25.26,833.58,True,False,False,False,False,False,True,False
0,71,56.38,4002.98,True,False,False,False,False,False,False,False
0,67,31.92,2138.64,False,False,False,True,False,False,False,False
0,69,81.62,5631.78,True,False,False,True,False,False,False,False
0,39,103.5,4036.5,True,False,True,False,True,False,False,False
0,36,68.15,2453.4,True,False,False,False,False,False,True,False
0,72,41.53,2990.16,True,True,False,False,False,True,False,False
0,57,71.15,4055.55,False,False,False,True,False,False,False,False
0,2,36.66,73.32,True,False,False,False,False,True,False,True
0,6,73.44,440.64,True,False,True,True,False,False,True,False
0,66,60.84,4015.44,False,False,True,False,True,False,False,True
0,70,101.93,7135.1,False,False,False,False,False,False,False,True
0,25,64.82,1620.5,False,False,False,False,True,False,True,False
0,15,30.84,462.6,False,False,False,False,True,False,True,False
0,31,106.15,3290.65,True,False,False,True,False,False,False,False
0,36,27.48,989.28,True,False,True,False,True,False,True,False
0,13,97.87,1272.31,False,True,False,False,False,False,False,False
1,16,49.65,794.4,False,True,False,False,True,False,True,False
0,10,82.91,829.1,False,True,False,False,True,False,True,False
0,28,65.78,1841.84,False,False,False,True,False,False,True,False
0,63,41.11,2589.93,False,True,False,False,False,True,True,False
0,50,109.41,5470.5,False,False,False,False,False,True,False,False
0,55,95.86,5272.3,True,False,True,True,False,False,True,False
0,41,94.05,3856.05,True,True,False,False,False,True,False,True
1,64,114.78,7345.92,True,False,True,False,True,False,False,True
0,67,52.0,3484.0,False,False,False,False,False,True,True,False
0,3,89.73,269.19,False,False,False,False,False,True,True,False
0,31,47.08,1459.48,True,False,False,False,False,False,True,False
0,2,71.7,143.4,True,False,False,True,False,False,True,False
0,26,49.35,1283.1,True,False,False,False,True,False,False,False
0,71,65.73,4666.83,False,False,False,False,True,False,False,False
0,49,108.21,5302.29,False,True,False,True,False,False,False,False
0,11,96.04,1056.44,True,False,True,True,False,False,False,True
0,38,102.81,3906.78,True,False,False,True,False,False,False,True
0,8,21.87,174.96,True,False,True,False,False,False,False,False
0,4,88.27,353.08,True,False,False,False,False,True,False,False
1,13,100.98,1312.74,True,False,True,False,True,False,True,False
0,15,104.46,1566.9,False,False,False,True,False,False,False,False
0,21,90.16,1893.36,True,False,False,False,True,False,True,False
0,46,54.03,2485.38,False,False,True,False,False,False,False,False
0,8,58.06,464.48,False,True,False,False,False,True,False,False
1,52,66.29,3447.08,True,False,False,False,False,False,False,False
0,43,113.72,4889.96,False,False,False,False,False,True,False,True
0,28,81.15,2272.2,True,False,False,False,True,False,True,False
1,59,36.46,2151.14,True,False,False,False,True,False,False,False
0,47,44.49,2091.03,False,False,False,False,True,False,True,False
0,65,97.4,6331.0,True,True,False,False,True,False,True,False
0,55,49.75,2736.25,False,True,False,False,True,False,False,False
0,55,88.37,4860.35,False,False,True,False,False,True,True,False
0,40,117.55,4702.0,True,True,False,False,False,False,False,False
0,62,71.9,4457.8,True,False,False,False,False,False,False,False
0,15,49.15,737.25,True,False,False,False,True,False,False,False
1,53,33.84,1793.52,True,False,False,False,False,True,False,True
0,59,88.26,5207.34,True,False,False,True,False,False,True,False
0,11,29.94,329.34,True,False,False,True,False,False,True,False
0,26,107.11,2784.86,False,True,False,False,False,True,False,False
1,60,111.81,6708.6,True,False,True,False,False,False,True,False
0,65,104.23,6774.95,False,True,False,False,False,False,False,False
1,64,90.76,5808.64,True,False,True,False,False,True,False,False
0,14,88.33,1236.62,False,True,False,True,False,False,False,False
0,33,95.17,3140.61,False,True,False,False,True,False,True,False
0,21,92.23,1936.83,False,True,False,True,False,False,False,False
0,36,94.69,3408.84,False,False,True,True,False,False,False,False
0,21,85.48,1795.08,False,False,True,False,False,True,False,True
0,38,81.34,3090.92,False,False,False,False,False,True,True,False
0,47,99.11,4658.17,True,False,False,True,False,False,True,False
1,19,66.85,1270.15,True,False,False,False,False,False,False,True
0,22,66.8,1469.6,False,False,False,True,False,False,True,False
1,16,77.46,1239.36,False,False,False,True,False,False,True,False
0,46,57.96,2666.16,False,False,False,True,False,False,True,False
0,56,41.37,2316.72,True,False,False,True,False,False,True,False
0,18,108.95,1961.1,False,False,False,False,True,False,False,False
1,26,114.14,2967.64,False,True,False,True,False,False,True,False
0,18,82.74,1489.32,True,False,True,False,False,True,True,False
0,5,101.82,509.1,False,True,False,True,False,False,True,False
0,34,64.14,2180.76,True,True,False,False,False,True,True,False
0,64,67.97,4350.08,True,False,False,True,False,False,False,True
0,49,85.23,250000.0,False,True,False,False,False,False,True,False
1,55,24.48,1346.4,False,False,False,False,True,False,True,False
0,7,88.06,616.42,False,False,False,True,False,False,True,False
0,42,61.19,2569.98,True,False,True,True,False,False,False,False
0,32,24.32,778.24,False,False,False,False,True,False,False,True
0,14,64.67,905.38,True,True,False,False,False,False,False,True
0,64,91.4,5849.6,True,False,False,False,False,True,False,True
0,8,34.1,272.8,True,False,False,True,False,False,True,False
1,68,30.48,2072.64,True,False,False,False,False,True,True,False
1,51,63.53,3240.03,True,False,False,False,False,True,False,False
0,59,82.99,4896.41,True,False,True,False,True,False,True,False
1,3,29.52,88.56,False,False,True,False,False,False,False,False
1,60,101.76,6105.6,True,True,False,False,False,True,True,False
0,48,87.48,4199.04,True,False,False,False,False,False,False,False
1,27,78.11,2108.97,True,False,False,True,False,False,False,False
1,72,85.58,6161.76,True,False,True,False,False,False,True,False
0,46,103.4,4756.4,True,False,False,False,False,False,True,False
0,19,20.03,380.57,False,True,False,False,True,False,False,False
0,40,24.43,977.2,True,False,False,False,False,True,True,False
0,17,67.29,1143.93,True,True,False,False,False,True,True,False
1,6,45.05,270.3,True,False,False,True,False,False,False,False
1,38,92.62,3519.56,True,True,False,False,False,False,True,False
0,10,115.48,1154.8,False,False,False,False,False,True,False,False
1,58,76.12,4414.96,False,False,False,False,False,True,False,True
0,22,24.56,540.32,True,True,False,False,True,False,False,False
0,63,97.61,6149.43,False,False,False,True,False,False,True,False
0,41,71.61,2936.01,True,False,False,True,False,False,False,False
0,66,97.41,6429.06,True,False,False,False,False,False,True,False
0,37,99.17,3669.29,True,True,False,False,False,False,False,True
0,6,83.02,498.12,True,False,False,True,False,False,True,False
0,29,71.67,2141.65,False,True,False,False,True,False,False,True
0,25,58.67,1466.75,False,False,False,False,False,False,False,False
0,71,38.51,2734.21,True,False,False,False,False,True,True,False
0,34,50.11,1703.74,False,True,False,False,True,False,False,False
1,64,62.39,3992.96,False,False,False,False,False,False,False,False
0,38,97.92,3720.96,True,False,False,False,False,False,False,False
0,54,58.49,3158.46,False,False,False,True,False,False,False,False
0,28,83.69,2343.32,True,False,False,False,True,False,True,False
0,67,64.48,4320.16,False,True,False,True,False,False,True,False
0,5,118.0,590.0,False,False,True,False,True,False,True,False
0,14,99.15,1388.1,True,False,True,False,True,False,False,False
1,32,114.54,3665.28,False,False,True,False,True,False,False,False
0,32,82.73,2647.36,False,False,False,False,False,True,True,False
0,52,72.72,3781.44,True,False,False,True,False,False,True,False
0,20,83.06,1661.2,True,True,False,False,False,False,False,False
0,28,36.28,1015.84,False,False,True,True,False,False,False,False
0,18,35.92,646.56,True,False,False,False,False,True,True,False
0,38,75.66,2875.08,False,False,True,False,False,False,False,False
0,56,22.48,1258.88,False,True,False,False,False,True,False,False
1,49,112.81,5527.69,False,True,False,True,False,False,True,False
0,45,94.11,4234.95,False,False,False,False,False,True,False,False
0,1,39.24,39.24,True,False,False,True,False,False,False,False
0,8,67.18,537.44,False,False,False,False,False,True,True,False
0,43,92.23,3965.89,False,False,True,False,False,False,True,False
0,68,58.43,3973.24,False,False,False,True,False,False,True,False
0,23,76.37,1756.51,True,False,True,True,False,False,True,False
0,35,24.33,851.55,True,True,False,False,False,True,True,False
1,68,64.46,4383.28,True,True,False,False,False,True,True,False
0,16,31.06,496.96,True,True,False,False,False,True,False,False
0,19,107.19,2036.61,True,True,False,True,False,False,False,False
0,66,63.38,4183.08,True,True,False,True,False,False,True,False
0,65,52.18,3391.7,False,False,False,False,False,True,False,False
0,6,93.22,559.32,False,True,False,False,True,False,True,False
0,7,90.48,633.36,False,False,False,False,False,True,False,False
0,70,108.64,7604.8,False,False,True,False,False,False,False,True
0,59,87.37,5154.83,True,False,False,False,True,False,True,False
0,61,63.97,3902.17,False,False,True,False,False,False,False,True
0,10,49.59,495.9,False,False,False,False,False,True,True,False
1,21,68.6,1440.6,True,False,False,False,False,True,True,False
0,45,99.35,4470.75,False,False,False,False,False,False,False,False
0,41,79.82,3272.62,True,True,False,False,False,True,True,False
0,64,71.4,4569.6,True,True,False,True,False,False,False,False
0,54,40.55,2189.7,True,False,False,False,False,True,True,False
0,10,106.64,1066.4,False,True,False,False,False,False,False,False
0,38,87.07,3308.66,True,False,False,True,False,False,False,False
0,52,66.66,3466.32,False,False,True,True,False,False,True,False
0,69,119.52,8246.88,True,False,False,False,False,True,True,False
0,36,54.61,1965.96,False,True,False,False,True,False,False,False
0,8,22.18,177.44,False,False,True,False,False,False,False,False
0,69,78.3,5402.7,False,True,False,True,False,False,True,False
0,55,117.03,6436.65,False,True,False,False,True,False,True,False
0,23,66.84,1537.32,False,False,False,False,False,True,True,False
1,66,115.67,7634.22,True,False,False,True,False,False,False,False
0,7,113.16,792.12,True,False,True,True,False,False,True,False
1,54,60.15,3248.1,False,False,False,True,False,False,True,False
0,20,42.23,844.6,False,False,True,False,True,False,False,False
0,67,110.17,7381.39,True,False,False,True,False,False,False,False
0,68,71.67,5250.28,True,False,True,False,False,True,True,False
0,7,36.77,257.39,False,False,True,False,False,True,True,False
0,5,91.84,459.2,False,False,False,True,False,False,True,False
0,63,36.79,2317.77,True,False,True,True,False,False,False,True
0,28,32.07,897.96,False,False,False,False,True,False,False,True
0,21,57.84,1214.64,False,False,True,False,False,True,True,False
1,3,109.82,329.46,True,True,False,False,False,True,True,False
1,17,77.98,1325.66,True,False,False,False,False,True,True,False
0,26,35.76,929.76,True,False,False,False,False,False,True,False
0,54,29.57,1596.78,False,False,False,False,False,True,False,False
0,12,41.97,503.64,False,False,False,True,False,False,False,False
0,55,71.67,1728.65,False,False,False,False,False,True,False,False
0,39,28.41,1107.99,True,True,False,True,False,False,False,False
0,6,74.42,446.52,True,False,True,False,False,False,False,False
0,43,22.02,946.86,True,True,False,False,False,True,False,False
1,69,24.66,1701.54,True,False,True,False,False,True,False,False
0,25,49.75,1243.75,True,True,False,False,False,True,True,False
0,13,36.96,480.48,False,True,False,False,False,True,False,False
0,52,94.79,4929.08,False,False,False,False,True,False,False,False
0,58,20.97,1216.26,False,True,False,False,True,False,False,False
0,23,117.19,2695.37,True,False,False,True,False,False,False,True
0,51,76.84,3918.84,False,True,False,False,False,True,True,False
1,72,111.26,8010.72,True,False,False,False,False,False,False,False
0,72,105.07,7565.04,False,True,False,True,False,False,False,False
0,67,59.2,3966.4,True,True,False,True,False,False,False,False
0,20,43.52,870.4,True,False,False,False,True,False,True,False
0,55,74.97,4123.35,False,False,True,False,True,False,False,True
0,68,25.06,1704.08,True,False,False,True,False,False,True,False
1,17,88.3,1501.1,True,False,False,False,False,False,False,True
0,60,49.86,2991.6,True,False,False,False,False,False,True,False
0,59,73.95,4363.05,True,True,False,False,True,False,True,False
0,72,107.51,7740.72,False,True,False,True,False,False,False,True
1,35,89.04,3116.4,True,True,False,False,False,True,True,False
0,68,71.57,4866.76,True,False,False,False,True,False,True,False
0,61,104.6,6380.6,False,True,False,False,True,False,True,False
0,18,118.3,2129.4,True,False,False,False,False,False,False,False
0,59,25.99,1533.41,True,False,True,False,False,False,False,False
0,49,25.39,1244.11,True,True,False,False,True,False,False,False
0,28,50.52,1414.56,False,False,False,False,True,False,False,False
0,4,41.8,167.2,False,False,False,True,False,False,False,True
0,4,70.83,283.32,False,False,True,False,False,True,False,False
0,44,49.87,2194.28,True,False,True,False,False,True,True,False
1,58,107.63,6242.54,True,True,False,False,False,True,False,False
1,66,26.2,1729.2,True,False,False,False,True,False,False,True
1,4,62.89,251.56,True,False,False,False,False,True,True,False
0,52,22.9,1190.8,True,False,False,False,True,False,True,False
0,6,73.36,440.16,False,False,False,True,False,False,True,False
1,64,50.15,3209.6,False,True,False,True,False,False,False,False
1,47,118.36,5562.92,False,True,False,False,False,True,True,False
0,28,87.77,2457.56,True,True,False,True,False,False,False,False
0,12,118.82,1425.84,True,False,False,True,False,False,False,False
0,4,35.98,143.92,True,True,False,False,False,False,True,False
0,59,71.67,2708.1,False,False,False,True,False,False,True,False
0,55,21.31,1172.05,True,False,False,False,True,False,True,False
0,22,103.69,2281.18,True,False,False,False,False,True,False,False
0,18,59.51,1071.18,True,False,False,False,True,False,True,False
0,6,66.39,398.34,True,False,False,False,True,False,True,False
0,72,89.4,6436.8,False,False,False,False,False,False,True,False
1,14,59.84,837.76,False,False,False,False,False,False,False,False
0,71,51.48,3655.08,False,False,False,False,False,False,True,False
0,57,52.99,3020.43,True,False,False,False,False,False,True,False
0,65,102.94,6691.1,False,False,False,False,True,False,True,False
0,1,64.91,64.91,False,False,False,False,False,True,False,True
0,23,102.67,2361.41,False,False,True,False,True,False,False,False
0,15,65.96,989.4,True,False,False,False,True,False,False,False
0,19,92.9,1765.1,True,False,False,True,False,False,False,False
1,3,20.09,60.27,True,False,True,True,False,False,False,False
0,5,69.62,348.1,True,False,True,True,False,False,True,False
0,17,72.14,1226.38,True,False,False,True,False,False,False,False
0,54,104.07,5619.78,True,True,False,False,True,False,False,True
0,4,27.32,109.28,True,False,False,False,True,False,True,False
0,3,41.82,125.46,False,False,False,False,True,False,True,False
0,22,29.95,658.9,True,False,False,True,False,False,True,False
0,46,115.29,5303.34,True,True,False,False,False,True,False,False
0,10,84.27,842.7,True,False,False,True,False,False,False,False
0,29,71.67,2078.43,False,False,False,False,True,False,False,False
0,20,85.75,1715.0,False,False,False,False,True,False,True,False
1,8,43.47,347.76,True,False,True,True,False,False,False,False
0,18,117.58,2116.44,True,False,False,True,False,False,False,False
0,7,55.28,386.96,True,True,False,True,False,False,False,True
0,36,91.43,3291.48,True,False,False,False,True,False,True,False
0,42,51.0,2142.0,False,False,False,False,False,True,False,True
1,19,62.55,1188.45,False,False,True,False,False,False,False,False
0,41,35.79,1467.39,True,False,False,False,True,False,False,False
0,4,22.08,88.32,True,True,False,False,False,False,True,False
0,45,75.79,3410.55,False,False,True,False,True,False,False,False
0,6,32.32,193.92,True,False,False,True,False,False,True,False
0,52,95.17,4948.84,True,True,False,False,False,True,True,False
0,36,27.88,1003.68,False,True,False,False,False,True,True,False
0,45,59.17,2662.65,True,False,True,True,False,False,True,False
0,28,81.41,2279.48,False,False,True,False,False,False,False,False
0,46,117.98,5427.08,False,False,False,False,True,False,True,False
0,6,28.67,172.02,False,False,False,True,False,False,False,False
0,44,70.09,3083.96,True,True,False,True,False,False,False,False
1,54,95.08,5134.32,True,False,False,False,False,False,False,False
0,41,99.2,4067.2,False,True,False,False,True,False,False,False
0,38,97.85,3718.3,False,False,False,False,False,True,False,False
0,29,53.75,1558.75,False,False,False,False,False,True,True,False
0,32,55.89,1788.48,True,False,True,False,False,True,True,False
1,49,111.42,5459.58,True,False,True,False,True,False,True,False
0,1,62.91,62.91,True,False,False,False,False,False,True,False
0,72,89.87,6470.64,True,False,False,False,True,False,False,False
0,28,118.68,3323.04,True,False,True,False,False,True,False,False
0,15,90.18,1352.7,True,True,False,True,False,False,False,False
0,46,72.52,3335.92,False,False,True,True,False,False,False,False
0,57,84.69,4827.33,False,False,False,False,False,True,False,False
0,50,27.75,1387.5,False,True,False,False,True,False,True,False
0,67,71.67,1872.65,True,False,True,False,False,False,True,False
0,45,76.0,3420.0,False,False,False,True,False,False,True,False
0,44,64.54,2839.76,True,False,False,True,False,False,False,False
0,30,22.16,664.8,True,False,True,False,True,False,False,False
0,50,88.2,4410.0,False,False,True,False,True,False,False,False
1,64,52.71,3373.44,False,False,False,False,False,True,False,True
0,7,95.75,670.25,False,False,False,False,False,True,False,False
0,14,88.4,1237.6,False,True,False,False,False,True,False,False
0,24,31.65,759.6,False,False,False,False,False,True,True,False
0,54,49.23,2658.42,False,True,False,False,True,False,False,False
0,5,104.43,522.15,False,True,False,False,False,True,False,False
0,60,50.71,3042.6,False,True,False,True,False,False,False,False
0,15,114.13,1711.95,True,True,False,False,True,False,False,False
0,52,76.02,3953.04,True,True,False,False,True,False,False,False
1,33,42.42,1399.86,False,False,False,False,True,False,False,False
0,58,77.34,4485.72,False,False,False,False,False,False,True,False
0,24,70.59,1694.16,False,False,False,False,False,True,False,False
0,66,98.49,6500.34,False,False,True,False,True,False,False,False
0,33,48.44,1598.52,True,False,False,False,False,False,True,False
0,11,63.65,700.15,False,False,False,False,True,False,False,True
0,29,98.02,2842.58,True,False,True,True,False,False,True,False
1,10,81.31,813.1,True,False,False,True,False,False,False,False
0,21,80.16,1683.36,False,False,False,False,False,True,False,False
